transaction_id,date,account,description_raw,amount,txn_type,merchant,category,month,day_of_week,is_expense,is_income
TXN1184,2026-04-20,Checking ...4821,UBER EATS 583,-20.46,Purchase,Uber Eats,Food and Restaurants,2026-04,Monday,True,False
TXN1170,2026-04-21,Checking ...4821,WHOLE FOODS MARKET,-134.6,Purchase,Whole Foods Market,Food and Restaurants,2026-04,Tuesday,True,False
TXN1171,2026-04-21,Credit Card ...9033,WHOLE FOODS MARKET,-81.22,Purchase,Whole Foods Market,Food and Restaurants,2026-04,Tuesday,True,False
TXN1205,2026-04-21,Credit Card ...9033,TRADER JOES 311,-104.91,Purchase,Trader Joe's,Food and Restaurants,2026-04,Tuesday,True,False
TXN1208,2026-04-21,Checking ...4821,CHEVRON 795,-56.16,Purchase,Chevron,Transportation,2026-04,Tuesday,True,False
TXN1187,2026-04-21,Checking ...4821,MCDONALD'S F854,-11.04,Purchase,McDonald's,Food and Restaurants,2026-04,Tuesday,True,False
TXN1178,2026-04-21,Credit Card ...9033,CHICKFILA 932,-11.43,Purchase,Chick-fil-A,Food and Restaurants,2026-04,Tuesday,True,False
TXN1146,2026-04-21,Checking ...4821,NETFLIX.COM,-15.49,Payment,Netflix,Subscriptions,2026-04,Tuesday,True,False
TXN1182,2026-04-22,Checking ...4821,CHEVRON/TEXACO 402,-53.23,Purchase,Chevron,Transportation,2026-04,Wednesday,True,False
TXN1181,2026-04-23,Credit Card ...9033,BESTBUY.COM 828,-340.85,Purchase,Best Buy,Shopping,2026-04,Thursday,True,False
TXN1179,2026-04-24,Credit Card ...9033,SHELL OIL 484,-57.4,Purchase,Shell Gas Station,Transportation,2026-04,Friday,True,False
TXN1161,2026-04-24,Checking ...4821,DOORDASH*870,-32.08,Purchase,DoorDash,Food and Restaurants,2026-04,Friday,True,False
TXN1198,2026-04-24,Credit Card ...9033,NIKE.COM 480,-49.91,Purchase,Nike,Shopping,2026-04,Friday,True,False
TXN1207,2026-04-24,Credit Card ...9033,WHOLEFDS MKT #973,-78.47,Purchase,Whole Foods Market,Food and Restaurants,2026-04,Friday,True,False
TXN1190,2026-04-25,Credit Card ...9033,CHIPOTLE MEXICAN GRILL,-13.86,Purchase,Chipotle,Food and Restaurants,2026-04,Saturday,True,False
TXN1202,2026-04-25,Checking ...4821,WHOLEFDS MKT #840,-108.32,Purchase,Whole Foods Market,Food and Restaurants,2026-04,Saturday,True,False
TXN1169,2026-04-25,Credit Card ...9033,UBER *EATS,-16.2,Purchase,Uber Eats,Food and Restaurants,2026-04,Saturday,True,False
TXN1206,2026-04-26,Credit Card ...9033,UBER *EATS,-25.79,Purchase,Uber Eats,Food and Restaurants,2026-04,Sunday,True,False
TXN1163,2026-04-26,Credit Card ...9033,AMAZON.COM*167 AMZN.COM/BILL WA,-40.56,Purchase,Amazon,Shopping,2026-04,Sunday,True,False
TXN1196,2026-04-27,Checking ...4821,MCDONALD'S F610,-7.77,Purchase,McDonald's,Food and Restaurants,2026-04,Monday,True,False
TXN1195,2026-04-27,Credit Card ...9033,CHEVRON/TEXACO 706,-33.9,Purchase,Chevron,Transportation,2026-04,Monday,True,False
TXN1149,2026-04-27,Credit Card ...9033,ADOBE CREATIVE CL,-54.99,Payment,Adobe Creative Cloud,Subscriptions,2026-04,Monday,True,False
TXN1167,2026-04-28,Credit Card ...9033,STARBUCKS #668,-5.87,Purchase,Starbucks,Food and Restaurants,2026-04,Tuesday,True,False
TXN1211,2026-04-28,Checking ...4821,VENMO   TRANSFER IN,82.19,Transfer,Venmo Transfer,Transfer,2026-04,Tuesday,False,False
TXN1270,2026-05-01,Checking ...4821,CHICK-FIL-A #991,-8.03,Purchase,Chick-fil-A,Food and Restaurants,2026-05,Friday,True,False
TXN1274,2026-05-02,Checking ...4821,ACME CORP PAYROLL DEP,2069.69,Deposit,Acme Corp Payroll,Income,2026-05,Saturday,False,True
TXN1218,2026-05-02,Credit Card ...9033,SPOTIFY USA,-11.99,Payment,Spotify,Subscriptions,2026-05,Saturday,True,False
TXN1225,2026-05-02,Credit Card ...9033,PACIFIC PWR ELEC BILL,-146.56,Payment,Pacific Power Electric,Bills,2026-05,Saturday,True,False
TXN1228,2026-05-02,Credit Card ...9033,VZWRLSS*902,-85.0,Payment,Verizon Wireless,Bills,2026-05,Saturday,True,False
TXN1229,2026-05-03,Checking ...4821,STATE FARM INS,-120.0,Payment,State Farm Insurance,Bills,2026-05,Sunday,True,False
TXN1219,2026-05-03,Credit Card ...9033,PRIME VIDEO CHANNELS,-14.99,Payment,Amazon Prime,Subscriptions,2026-05,Sunday,True,False
TXN1222,2026-05-04,Credit Card ...9033,APPLE.COM/BILL,-2.99,Payment,iCloud Storage,Subscriptions,2026-05,Monday,True,False
TXN1238,2026-05-05,Credit Card ...9033,CHICKFILA 740,-7.53,Purchase,Chick-fil-A,Food and Restaurants,2026-05,Tuesday,True,False
TXN1251,2026-05-05,Checking ...4821,CHICKFILA 104,-12.42,Purchase,Chick-fil-A,Food and Restaurants,2026-05,Tuesday,True,False
TXN1215,2026-05-05,Checking ...4821,RENTERSINS CO 859,-18.4,Payment,Renters Insurance Co,Rent and Housing,2026-05,Tuesday,True,False
TXN1272,2026-05-06,Credit Card ...9033,DOORDASH*152,-28.28,Purchase,DoorDash,Food and Restaurants,2026-05,Wednesday,True,False
TXN1235,2026-05-06,Credit Card ...9033,WHOLEFDS MKT #264,-91.95,Purchase,Whole Foods Market,Food and Restaurants,2026-05,Wednesday,True,False
TXN1252,2026-05-07,Credit Card ...9033,WAL-MART #583,-106.3,Purchase,Walmart,Shopping,2026-05,Thursday,True,False
TXN1267,2026-05-07,Credit Card ...9033,LYFT *RIDE 285,-13.23,Purchase,Lyft,Transportation,2026-05,Thursday,True,False
TXN1227,2026-05-07,Checking ...4821,XFINITY 974,-79.99,Payment,Comcast Xfinity,Bills,2026-05,Thursday,True,False
TXN1265,2026-05-09,Credit Card ...9033,TRADER JOE S #910,-78.91,Purchase,Trader Joe's,Food and Restaurants,2026-05,Saturday,True,False
TXN1258,2026-05-09,Checking ...4821,PARKWHIZ 399,-17.66,Purchase,ParkWhiz,Transportation,2026-05,Saturday,True,False
TXN1242,2026-05-10,Credit Card ...9033,DOORDASH*903,-21.14,Purchase,DoorDash,Food and Restaurants,2026-05,Sunday,True,False
TXN1236,2026-05-10,Checking ...4821,CHICKFILA 536,-14.18,Purchase,Chick-fil-A,Food and Restaurants,2026-05,Sunday,True,False
TXN1214,2026-05-11,Credit Card ...9033,SKYLINE APARTMENTS RENT,-1450.0,Payment,Skyline Apartments,Rent and Housing,2026-05,Monday,True,False
TXN1239,2026-05-11,Credit Card ...9033,SHELL OIL 390,-46.61,Purchase,Shell Gas Station,Transportation,2026-05,Monday,True,False
TXN1223,2026-05-12,Checking ...4821,DISNEYPLUS.COM,-13.99,Payment,Disney Plus,Subscriptions,2026-05,Tuesday,True,False
TXN1231,2026-05-12,Checking ...4821,PARKWHIZ *PARKING,-17.67,Purchase,ParkWhiz,Transportation,2026-05,Tuesday,True,False
TXN1266,2026-05-12,Credit Card ...9033,UBER   TRIP 507,-26.58,Purchase,Uber,Transportation,2026-05,Tuesday,True,False
TXN1216,2026-05-13,Credit Card ...9033,CITY TRANSIT AUTHORITY,-60.0,Payment,City Transit Authority,Transportation,2026-05,Wednesday,True,False
TXN1230,2026-05-14,Checking ...4821,FEDLOAN SERVICING,-210.0,Payment,Federal Student Loan Servicer,Education,2026-05,Thursday,True,False
TXN1260,2026-05-14,Credit Card ...9033,DOORDASH*485,-45.33,Purchase,DoorDash,Food and Restaurants,2026-05,Thursday,True,False
TXN1248,2026-05-14,Checking ...4821,DOORDASH*609,-33.64,Purchase,DoorDash,Food and Restaurants,2026-05,Thursday,True,False
TXN1271,2026-05-14,Credit Card ...9033,PARKWHIZ 885,-7.01,Purchase,ParkWhiz,Transportation,2026-05,Thursday,True,False
TXN1233,2026-05-15,Credit Card ...9033,AUTOZONE #668,-66.68,Purchase,AutoZone,Transportation,2026-05,Friday,True,False
TXN1254,2026-05-16,Checking ...4821,UBER *TRIP HELP.UBER.COM,-19.16,Purchase,Uber,Transportation,2026-05,Saturday,True,False
TXN1244,2026-05-16,Checking ...4821,AMAZON.COM*907 AMZN.COM/BILL WA,-117.3,Purchase,Amazon,Shopping,2026-05,Saturday,True,False
TXN1234,2026-05-16,Checking ...4821,TARGET      #595,-81.63,Purchase,Target,Shopping,2026-05,Saturday,True,False
TXN1226,2026-05-17,Credit Card ...9033,METRO WATER 538,-38.29,Payment,Metro Water Utility,Bills,2026-05,Sunday,True,False
TXN1243,2026-05-18,Checking ...4821,BESTBUY.COM 407,-217.3,Purchase,Best Buy,Shopping,2026-05,Monday,True,False
TXN1221,2026-05-18,Checking ...4821,ANYTIME FITNESS #895,-39.99,Payment,Anytime Fitness,Subscriptions,2026-05,Monday,True,False
TXN1224,2026-05-19,Credit Card ...9033,GOOGLE *YOUTUBE PREM,-13.99,Payment,YouTube Premium,Subscriptions,2026-05,Tuesday,True,False
TXN1275,2026-05-19,Checking ...4821,ACME CORP PAYROLL DEP,2042.77,Deposit,Acme Corp Payroll,Income,2026-05,Tuesday,False,True
TXN1245,2026-05-20,Credit Card ...9033,CHEVRON 317,-56.04,Purchase,Chevron,Transportation,2026-05,Wednesday,True,False
TXN1237,2026-05-21,Checking ...4821,UBER *EATS,-14.77,Purchase,Uber Eats,Food and Restaurants,2026-05,Thursday,True,False
TXN1217,2026-05-21,Credit Card ...9033,NETFLIX.COM   LOS GATOS CA,-15.49,Payment,Netflix,Subscriptions,2026-05,Thursday,True,False
TXN1269,2026-05-21,Checking ...4821,CHIPOTLE ONLINE 259,-12.63,Purchase,Chipotle,Food and Restaurants,2026-05,Thursday,True,False
TXN1250,2026-05-22,Checking ...4821,UDEMY.COM 888,-83.63,Purchase,Udemy,Education,2026-05,Friday,True,False
TXN1246,2026-05-22,Checking ...4821,MCDONALD'S F531,-7.51,Purchase,McDonald's,Food and Restaurants,2026-05,Friday,True,False
TXN1255,2026-05-22,Credit Card ...9033,BEST BUY #498,-298.81,Purchase,Best Buy,Shopping,2026-05,Friday,True,False
TXN1249,2026-05-23,Credit Card ...9033,LOCAL DINER #168,-27.58,Purchase,Local Diner,Food and Restaurants,2026-05,Saturday,True,False
TXN1253,2026-05-24,Checking ...4821,WHOLEFDS MKT #474,-112.42,Purchase,Whole Foods Market,Food and Restaurants,2026-05,Sunday,True,False
TXN1268,2026-05-25,Credit Card ...9033,UBER *EATS,-27.96,Purchase,Uber Eats,Food and Restaurants,2026-05,Monday,True,False
TXN1264,2026-05-25,Credit Card ...9033,TRADER JOE S #416,-89.78,Purchase,Trader Joe's,Food and Restaurants,2026-05,Monday,True,False
TXN1257,2026-05-26,Credit Card ...9033,MCDONALD'S F744,-7.01,Purchase,McDonald's,Food and Restaurants,2026-05,Tuesday,True,False
TXN1259,2026-05-26,Checking ...4821,SHELL SERVICE STATION,-58.96,Purchase,Shell Gas Station,Transportation,2026-05,Tuesday,True,False
TXN1263,2026-05-26,Credit Card ...9033,TARGET.COM *455,-88.48,Purchase,Target,Shopping,2026-05,Tuesday,True,False
TXN1247,2026-05-26,Checking ...4821,AMZN MKTP US*983,-65.52,Purchase,Amazon,Shopping,2026-05,Tuesday,True,False
TXN1232,2026-05-26,Checking ...4821,BESTBUY.COM 302,-238.26,Purchase,Best Buy,Shopping,2026-05,Tuesday,True,False
TXN1261,2026-05-26,Credit Card ...9033,BEST BUY #429,-176.18,Purchase,Best Buy,Shopping,2026-05,Tuesday,True,False
TXN1220,2026-05-27,Credit Card ...9033,ADOBE  *CREATIVE CLOUD,-54.99,Payment,Adobe Creative Cloud,Subscriptions,2026-05,Wednesday,True,False
TXN1262,2026-05-27,Checking ...4821,LYFT *RIDE 395,-23.91,Purchase,Lyft,Transportation,2026-05,Wednesday,True,False
TXN1240,2026-05-27,Credit Card ...9033,UBER *TRIP HELP.UBER.COM,-15.08,Purchase,Uber,Transportation,2026-05,Wednesday,True,False
TXN1241,2026-05-28,Checking ...4821,ENTERPRISE RENT-A-CAR,-138.56,Purchase,Enterprise Rent-A-Car,Travel,2026-05,Thursday,True,False
TXN1273,2026-05-28,Checking ...4821,THE LOCAL DINER,-27.42,Purchase,Local Diner,Food and Restaurants,2026-05,Thursday,True,False
TXN1256,2026-05-28,Credit Card ...9033,MCDONALD'S F423,-12.61,Purchase,McDonald's,Food and Restaurants,2026-05,Thursday,True,False
TXN1339,2026-06-01,Checking ...4821,ACME CORP DIRECT DEP,2059.78,Deposit,Acme Corp Payroll,Income,2026-06,Monday,False,True
TXN1332,2026-06-01,Credit Card ...9033,OLDNAVY.COM,-23.42,Purchase,Old Navy,Shopping,2026-06,Monday,True,False
TXN1290,2026-06-02,Checking ...4821,VZWRLSS*567,-85.0,Payment,Verizon Wireless,Bills,2026-06,Tuesday,True,False
TXN1315,2026-06-02,Checking ...4821,AMZN MKTP US*794,-17.95,Purchase,Amazon,Shopping,2026-06,Tuesday,True,False
TXN1280,2026-06-02,Credit Card ...9033,SPOTIFY USA,-11.99,Payment,Spotify,Subscriptions,2026-06,Tuesday,True,False
TXN1287,2026-06-02,Checking ...4821,PACIFIC PWR ELEC BILL,-91.89,Payment,Pacific Power Electric,Bills,2026-06,Tuesday,True,False
TXN1291,2026-06-03,Credit Card ...9033,STATE FARM INS,-120.0,Payment,State Farm Insurance,Bills,2026-06,Wednesday,True,False
TXN1334,2026-06-03,Credit Card ...9033,SQ *STARBUCKS #519 SEATTLE WA,-6.61,Purchase,Starbucks,Food and Restaurants,2026-06,Wednesday,True,False
TXN1281,2026-06-03,Credit Card ...9033,PRIME VIDEO CHANNELS,-14.99,Payment,Amazon Prime,Subscriptions,2026-06,Wednesday,True,False
TXN1317,2026-06-04,Checking ...4821,SHELL SERVICE STATION,-32.11,Purchase,Shell Gas Station,Transportation,2026-06,Thursday,True,False
TXN1327,2026-06-04,Checking ...4821,UBER   TRIP 527,-20.05,Purchase,Uber,Transportation,2026-06,Thursday,True,False
TXN1284,2026-06-04,Checking ...4821,APPLE.COM/BILL,-2.99,Payment,iCloud Storage,Subscriptions,2026-06,Thursday,True,False
TXN1330,2026-06-05,Checking ...4821,DD *DOORDASH,-29.92,Purchase,DoorDash,Food and Restaurants,2026-06,Friday,True,False
TXN1294,2026-06-05,Checking ...4821,MARRIOTT 552,-414.02,Purchase,Marriott Hotels,Travel,2026-06,Friday,True,False
TXN1335,2026-06-05,Credit Card ...9033,NIKE STORE #598,-141.18,Purchase,Nike,Shopping,2026-06,Friday,True,False
TXN1277,2026-06-05,Credit Card ...9033,RENTERS INS PREMIUM,-18.4,Payment,Renters Insurance Co,Rent and Housing,2026-06,Friday,True,False
TXN1296,2026-06-05,Checking ...4821,UBER   TRIP 828,-28.27,Purchase,Uber,Transportation,2026-06,Friday,True,False
TXN1301,2026-06-06,Credit Card ...9033,WHOLE FOODS MARKET,-94.31,Purchase,Whole Foods Market,Food and Restaurants,2026-06,Saturday,True,False
TXN1289,2026-06-07,Credit Card ...9033,XFINITY 442,-79.99,Payment,Comcast Xfinity,Bills,2026-06,Sunday,True,False
TXN1309,2026-06-08,Checking ...4821,TRADER JOES 864,-43.78,Purchase,Trader Joe's,Food and Restaurants,2026-06,Monday,True,False
TXN1293,2026-06-08,Checking ...4821,COURSERA.ORG,-49.0,Purchase,Coursera,Education,2026-06,Monday,True,False
TXN1318,2026-06-10,Checking ...4821,CHICKFILA 380,-14.8,Purchase,Chick-fil-A,Food and Restaurants,2026-06,Wednesday,True,False
TXN1337,2026-06-10,Credit Card ...9033,CHIPOTLE ONLINE 771,-12.96,Purchase,Chipotle,Food and Restaurants,2026-06,Wednesday,True,False
TXN1312,2026-06-11,Credit Card ...9033,UBER   TRIP 432,-27.6,Purchase,Uber,Transportation,2026-06,Thursday,True,False
TXN1276,2026-06-11,Credit Card ...9033,SKYLINE APT PAYMENT,-1450.0,Payment,Skyline Apartments,Rent and Housing,2026-06,Thursday,True,False
TXN1285,2026-06-12,Checking ...4821,DISNEY PLUS,-13.99,Payment,Disney Plus,Subscriptions,2026-06,Friday,True,False
TXN1311,2026-06-12,Credit Card ...9033,SQ *STARBUCKS #958 SEATTLE WA,-5.77,Purchase,Starbucks,Food and Restaurants,2026-06,Friday,True,False
TXN1302,2026-06-12,Checking ...4821,WALMART.COM 628,-69.58,Purchase,Walmart,Shopping,2026-06,Friday,True,False
TXN1278,2026-06-13,Checking ...4821,CTA MONTHLY PASS,-60.0,Payment,City Transit Authority,Transportation,2026-06,Saturday,True,False
TXN1341,2026-06-13,Checking ...4821,POS PURCHASE,-17.11,Purchase,Unknown Merchant,Uncategorized,2026-06,Saturday,True,False
TXN1338,2026-06-14,Checking ...4821,UDEMY.COM 935,-58.8,Purchase,Udemy,Education,2026-06,Sunday,True,False
TXN1292,2026-06-14,Credit Card ...9033,FED STUDENT LOAN SVC,-210.0,Payment,Federal Student Loan Servicer,Education,2026-06,Sunday,True,False
TXN1319,2026-06-15,Checking ...4821,WHOLEFDS MKT #765,-99.0,Purchase,Whole Foods Market,Food and Restaurants,2026-06,Monday,True,False
TXN1328,2026-06-15,Credit Card ...9033,LOCAL DINER #399,-16.54,Purchase,Local Diner,Food and Restaurants,2026-06,Monday,True,False
TXN1300,2026-06-16,Checking ...4821,SHELL SERVICE STATION,-33.16,Purchase,Shell Gas Station,Transportation,2026-06,Tuesday,True,False
TXN1288,2026-06-17,Credit Card ...9033,METRO WATER UTIL,-41.13,Payment,Metro Water Utility,Bills,2026-06,Wednesday,True,False
TXN1316,2026-06-17,Checking ...4821,WHOLEFDS MKT #140,-39.37,Purchase,Whole Foods Market,Food and Restaurants,2026-06,Wednesday,True,False
TXN1295,2026-06-17,Credit Card ...9033,PARKWHIZ 545,-9.94,Purchase,ParkWhiz,Transportation,2026-06,Wednesday,True,False
TXN1321,2026-06-17,Checking ...4821,TRADER JOES 112,-75.67,Purchase,Trader Joe's,Food and Restaurants,2026-06,Wednesday,True,False
TXN1320,2026-06-18,Checking ...4821,UBER EATS 580,-22.2,Purchase,Uber Eats,Food and Restaurants,2026-06,Thursday,True,False
TXN1283,2026-06-18,Checking ...4821,ANYTIME FITNESS #918,-39.99,Payment,Anytime Fitness,Subscriptions,2026-06,Thursday,True,False
TXN1323,2026-06-18,Credit Card ...9033,STARBUCKS #550,-4.55,Purchase,Starbucks,Food and Restaurants,2026-06,Thursday,True,False
TXN1322,2026-06-18,Credit Card ...9033,WHOLE FOODS MARKET,-70.55,Purchase,Whole Foods Market,Food and Restaurants,2026-06,Thursday,True,False
TXN1336,2026-06-19,Credit Card ...9033,BEST BUY #274,-140.0,Purchase,Best Buy,Shopping,2026-06,Friday,True,False
TXN1286,2026-06-19,Credit Card ...9033,GOOGLE *YOUTUBE PREM,-13.99,Payment,YouTube Premium,Subscriptions,2026-06,Friday,True,False
TXN1305,2026-06-20,Checking ...4821,CHIPOTLE ONLINE 419,-10.73,Purchase,Chipotle,Food and Restaurants,2026-06,Saturday,True,False
TXN1297,2026-06-20,Checking ...4821,TARGET.COM *279,-111.36,Purchase,Target,Shopping,2026-06,Saturday,True,False
TXN1329,2026-06-21,Credit Card ...9033,LYFT   RIDE TUE,-15.35,Purchase,Lyft,Transportation,2026-06,Sunday,True,False
TXN1313,2026-06-21,Checking ...4821,THE LOCAL DINER,-11.7,Purchase,Local Diner,Food and Restaurants,2026-06,Sunday,True,False
TXN1310,2026-06-21,Credit Card ...9033,STARBUCKS #711,-6.0,Purchase,Starbucks,Food and Restaurants,2026-06,Sunday,True,False
TXN1326,2026-06-21,Checking ...4821,SHELL OIL 522,-62.01,Purchase,Shell Gas Station,Transportation,2026-06,Sunday,True,False
TXN1279,2026-06-21,Credit Card ...9033,NETFLIX.COM,-15.49,Payment,Netflix,Subscriptions,2026-06,Sunday,True,False
TXN1333,2026-06-22,Credit Card ...9033,CHICKFILA 466,-10.8,Purchase,Chick-fil-A,Food and Restaurants,2026-06,Monday,True,False
TXN1325,2026-06-22,Credit Card ...9033,DD *DOORDASH,-23.27,Purchase,DoorDash,Food and Restaurants,2026-06,Monday,True,False
TXN1314,2026-06-22,Credit Card ...9033,TRADER JOE S #530,-33.67,Purchase,Trader Joe's,Food and Restaurants,2026-06,Monday,True,False
TXN1306,2026-06-24,Checking ...4821,NIKE.COM 957,-62.43,Purchase,Nike,Shopping,2026-06,Wednesday,True,False
TXN1304,2026-06-24,Checking ...4821,CHIPOTLE ONLINE 643,-12.84,Purchase,Chipotle,Food and Restaurants,2026-06,Wednesday,True,False
TXN1324,2026-06-25,Credit Card ...9033,UBER *EATS,-16.95,Purchase,Uber Eats,Food and Restaurants,2026-06,Thursday,True,False
TXN1340,2026-06-25,Checking ...4821,ACME CORP DIRECT DEP,1981.5,Deposit,Acme Corp Payroll,Income,2026-06,Thursday,False,True
TXN1308,2026-06-25,Checking ...4821,LYFT *RIDE 224,-14.52,Purchase,Lyft,Transportation,2026-06,Thursday,True,False
TXN1298,2026-06-26,Checking ...4821,AUTOZONE INC,-29.8,Purchase,AutoZone,Transportation,2026-06,Friday,True,False
TXN1282,2026-06-27,Checking ...4821,ADOBE  *CREATIVE CLOUD,-54.99,Payment,Adobe Creative Cloud,Subscriptions,2026-06,Saturday,True,False
TXN1299,2026-06-27,Credit Card ...9033,CHICK-FIL-A #630,-13.2,Purchase,Chick-fil-A,Food and Restaurants,2026-06,Saturday,True,False
TXN1303,2026-06-27,Checking ...4821,WHOLE FOODS MARKET,-124.55,Purchase,Whole Foods Market,Food and Restaurants,2026-06,Saturday,True,False
TXN1331,2026-06-27,Credit Card ...9033,DOORDASH*433,-34.83,Purchase,DoorDash,Food and Restaurants,2026-06,Saturday,True,False
TXN1307,2026-06-28,Checking ...4821,CHIPOTLE ONLINE 146,-10.13,Purchase,Chipotle,Food and Restaurants,2026-06,Sunday,True,False
TXN1364,2026-07-01,Credit Card ...9033,PARKWHIZ *PARKING,-15.69,Purchase,ParkWhiz,Transportation,2026-07,Wednesday,True,False
TXN1394,2026-07-01,Checking ...4821,AUTOZONE INC,-17.47,Purchase,AutoZone,Transportation,2026-07,Wednesday,True,False
TXN1356,2026-07-02,Checking ...4821,VZWRLSS*443,-85.0,Payment,Verizon Wireless,Bills,2026-07,Thursday,True,False
TXN1353,2026-07-02,Checking ...4821,PACIFIC POWER 996,-98.73,Payment,Unknown Merchant,Uncategorized,2026-07,Thursday,True,False
TXN1455,2026-07-02,Checking ...4821,AMZN MKTP US*166,-340.0,Purchase,Amazon,Shopping,2026-07,Thursday,True,False
TXN1346,2026-07-02,Checking ...4821,SPOTIFY USA,-11.99,Payment,Spotify,Subscriptions,2026-07,Thursday,True,False
TXN1357,2026-07-03,Checking ...4821,STATEFARM 945,-120.0,Payment,State Farm Insurance,Bills,2026-07,Friday,True,False
TXN1347,2026-07-03,Credit Card ...9033,PRIME VIDEO CHANNELS,-14.99,Payment,Amazon Prime,Subscriptions,2026-07,Friday,True,False
TXN1402,2026-07-04,Checking ...4821,WHOLE FOODS MARKET,-56.75,Purchase,Whole Foods Market,Food and Restaurants,2026-07,Saturday,True,False
TXN1350,2026-07-04,Credit Card ...9033,APPLE.COM/BILL,-2.99,Payment,iCloud Storage,Subscriptions,2026-07,Saturday,True,False
TXN1343,2026-07-05,Checking ...4821,RENTERS INS PREMIUM,-18.4,Payment,Renters Insurance Co,Rent and Housing,2026-07,Sunday,True,False
TXN1371,2026-07-05,Checking ...4821,PARKWHIZ *PARKING,-11.4,Purchase,ParkWhiz,Transportation,2026-07,Sunday,True,False
TXN1362,2026-07-05,Credit Card ...9033,LOCAL DINER #710,-27.99,Purchase,Local Diner,Food and Restaurants,2026-07,Sunday,True,False
TXN1392,2026-07-06,Checking ...4821,CHICK-FIL-A #245,-15.46,Purchase,Chick-fil-A,Food and Restaurants,2026-07,Monday,True,False
TXN1401,2026-07-06,Checking ...4821,CHIPOTLE ONLINE 661,-16.04,Purchase,Chipotle,Food and Restaurants,2026-07,Monday,True,False
TXN1379,2026-07-07,Credit Card ...9033,UBER *EATS,-31.19,Purchase,Uber Eats,Food and Restaurants,2026-07,Tuesday,True,False
TXN1405,2026-07-07,Checking ...4821,ACME CORP PAYROLL DEP,2058.82,Deposit,Acme Corp Payroll,Income,2026-07,Tuesday,False,True
TXN1355,2026-07-07,Checking ...4821,XFINITY 505,-79.99,Payment,Comcast Xfinity,Bills,2026-07,Tuesday,True,False
TXN1370,2026-07-08,Checking ...4821,LYFT *RIDE 514,-22.92,Purchase,Lyft,Transportation,2026-07,Wednesday,True,False
TXN1396,2026-07-10,Credit Card ...9033,MCDONALDS #681,-6.13,Purchase,McDonald's,Food and Restaurants,2026-07,Friday,True,False
TXN1408,2026-07-10,Checking ...4821,AMAZON.COM REFUND,31.3,Refund,Amazon,Shopping,2026-07,Friday,False,False
TXN1387,2026-07-11,Credit Card ...9033,PARKWHIZ *PARKING,-5.63,Purchase,ParkWhiz,Transportation,2026-07,Saturday,True,False
TXN1374,2026-07-11,Credit Card ...9033,STARBUCKS #867,-5.2,Purchase,Starbucks,Food and Restaurants,2026-07,Saturday,True,False
TXN1342,2026-07-11,Checking ...4821,SKYLINE APARTMENTS RENT,-1450.0,Payment,Skyline Apartments,Rent and Housing,2026-07,Saturday,True,False
TXN1376,2026-07-11,Checking ...4821,LOCAL DINER #620,-23.6,Purchase,Local Diner,Food and Restaurants,2026-07,Saturday,True,False
TXN1359,2026-07-11,Checking ...4821,CHEVRON 822,-53.76,Purchase,Chevron,Transportation,2026-07,Saturday,True,False
TXN1390,2026-07-12,Credit Card ...9033,SHELL SERVICE STATION,-41.21,Purchase,Shell Gas Station,Transportation,2026-07,Sunday,True,False
TXN1383,2026-07-12,Credit Card ...9033,WHOLEFDS MKT #161,-86.66,Purchase,Whole Foods Market,Food and Restaurants,2026-07,Sunday,True,False
TXN1351,2026-07-12,Credit Card ...9033,DISNEYPLUS.COM,-13.99,Payment,Disney Plus,Subscriptions,2026-07,Sunday,True,False
TXN1407,2026-07-12,Checking ...4821,VENMO   TRANSFER IN,21.82,Transfer,Venmo Transfer,Transfer,2026-07,Sunday,False,False
TXN1368,2026-07-12,Credit Card ...9033,MCDONALDS #522,-11.4,Purchase,McDonald's,Food and Restaurants,2026-07,Sunday,True,False
TXN1369,2026-07-12,Checking ...4821,TARGET      #286,-133.26,Purchase,Target,Shopping,2026-07,Sunday,True,False
TXN1344,2026-07-13,Credit Card ...9033,CITY TRANSIT AUTHORITY,-60.0,Payment,City Transit Authority,Transportation,2026-07,Monday,True,False
TXN1361,2026-07-13,Checking ...4821,TRADER JOE S #404,-62.15,Purchase,Trader Joe's,Food and Restaurants,2026-07,Monday,True,False
TXN1393,2026-07-13,Credit Card ...9033,SHELL OIL 971,-33.14,Purchase,Shell Gas Station,Transportation,2026-07,Monday,True,False
TXN1358,2026-07-14,Checking ...4821,FEDLOAN SERVICING,-210.0,Payment,Federal Student Loan Servicer,Education,2026-07,Tuesday,True,False
TXN1395,2026-07-14,Checking ...4821,CHICK-FIL-A #549,-14.6,Purchase,Chick-fil-A,Food and Restaurants,2026-07,Tuesday,True,False
TXN1384,2026-07-15,Credit Card ...9033,CHEVRON 432,-58.81,Purchase,Chevron,Transportation,2026-07,Wednesday,True,False
TXN1397,2026-07-15,Checking ...4821,DOORDASH*510,-29.71,Purchase,DoorDash,Food and Restaurants,2026-07,Wednesday,True,False
TXN1372,2026-07-16,Checking ...4821,TRADER JOES 545,-89.33,Purchase,Trader Joe's,Food and Restaurants,2026-07,Thursday,True,False
TXN1366,2026-07-17,Checking ...4821,UBER *EATS,-34.48,Purchase,Uber Eats,Food and Restaurants,2026-07,Friday,True,False
