transaction_id,date,account_id,merchant_id,description_raw,amount,txn_type
TXN1371,2026-07-05,1,22,PARKWHIZ *PARKING,-11.4,Purchase
TXN1362,2026-07-05,2,19,LOCAL DINER #710,-27.99,Purchase
TXN1392,2026-07-06,1,15,CHICK-FIL-A #245,-15.46,Purchase
TXN1401,2026-07-06,1,33,CHIPOTLE ONLINE 661,-16.04,Purchase
TXN1379,2026-07-07,2,30,UBER *EATS,-31.19,Purchase
TXN1405,2026-07-07,1,17,ACME CORP PAYROLL DEP,2058.82,Deposit
TXN1355,2026-07-07,1,18,XFINITY 505,-79.99,Payment
TXN1370,2026-07-08,1,28,LYFT *RIDE 514,-22.92,Purchase
TXN1396,2026-07-10,2,14,MCDONALDS #681,-6.13,Purchase
TXN1408,2026-07-10,1,37,AMAZON.COM REFUND,31.3,Refund
TXN1387,2026-07-11,2,22,PARKWHIZ *PARKING,-5.63,Purchase
TXN1374,2026-07-11,2,1,STARBUCKS #867,-5.2,Purchase
TXN1342,2026-07-11,1,21,SKYLINE APARTMENTS RENT,-1450.0,Payment
TXN1376,2026-07-11,1,19,LOCAL DINER #620,-23.6,Purchase
TXN1359,2026-07-11,1,23,CHEVRON 822,-53.76,Purchase
TXN1390,2026-07-12,2,2,SHELL SERVICE STATION,-41.21,Purchase
TXN1383,2026-07-12,2,16,WHOLEFDS MKT #161,-86.66,Purchase
TXN1351,2026-07-12,2,24,DISNEYPLUS.COM,-13.99,Payment
TXN1407,2026-07-12,1,35,VENMO   TRANSFER IN,21.82,Transfer
TXN1368,2026-07-12,2,14,MCDONALDS #522,-11.4,Purchase
TXN1369,2026-07-12,1,32,TARGET      #286,-133.26,Purchase
TXN1344,2026-07-13,2,25,CITY TRANSIT AUTHORITY,-60.0,Payment
TXN1361,2026-07-13,1,6,TRADER JOE S #404,-62.15,Purchase
TXN1393,2026-07-13,2,2,SHELL OIL 971,-33.14,Purchase
TXN1358,2026-07-14,1,29,FEDLOAN SERVICING,-210.0,Payment
TXN1395,2026-07-14,1,15,CHICK-FIL-A #549,-14.6,Purchase
TXN1384,2026-07-15,2,23,CHEVRON 432,-58.81,Purchase
TXN1397,2026-07-15,1,7,DOORDASH*510,-29.71,Purchase
TXN1372,2026-07-16,1,6,TRADER JOES 545,-89.33,Purchase
TXN1366,2026-07-17,1,30,UBER *EATS,-34.48,Purchase
TXN1389,2026-07-17,2,20,OLD NAVY #204,-80.89,Purchase
TXN1363,2026-07-17,2,30,UBER *EATS,-19.74,Purchase
TXN1380,2026-07-17,2,16,WHOLEFDS MKT #756,-107.15,Purchase
TXN1404,2026-07-17,2,14,MCDONALD'S F741,-10.39,Purchase
TXN1354,2026-07-17,1,36,METRO WATER 488,-34.03,Payment
TXN1349,2026-07-18,1,38,ANYTIME FITNESS #550,-39.99,Payment
TXN1400,2026-07-18,2,28,LYFT   RIDE TUE,-20.37,Purchase
TXN1385,2026-07-18,1,16,WHOLEFDS MKT #579,-45.18,Purchase
TXN1352,2026-07-19,2,39,GOOGLE *YOUTUBE PREM,-13.99,Payment
TXN1403,2026-07-19,1,6,TRADER JOE S #971,-87.74,Purchase
TXN1381,2026-07-19,2,34,AUTOZONE INC,-58.37,Purchase
TXN1391,2026-07-19,1,1,SQ*STARBUCKS COFFEE,-7.86,Purchase
TXN1378,2026-07-21,1,20,OLDNAVY.COM,-36.99,Purchase
TXN1345,2026-07-21,2,40,NETFLIX.COM,-15.49,Payment
TXN1399,2026-07-21,1,7,DOORDASH*327,-18.29,Purchase
TXN1373,2026-07-21,1,22,PARKWHIZ *PARKING,-9.94,Purchase
TXN1382,2026-07-22,1,14,MCDONALDS #959,-7.31,Purchase
TXN1398,2026-07-22,1,7,DD *DOORDASH,-25.97,Purchase
TXN1367,2026-07-23,1,14,MCDONALDS #513,-9.21,Purchase
TXN1406,2026-07-23,1,17,ACME CORP DIRECT DEP,2088.66,Deposit
TXN1375,2026-07-24,2,30,UBER *EATS,-30.61,Purchase
TXN1388,2026-07-24,2,33,CHIPOTLE MEXICAN GRILL,-9.69,Purchase
TXN1386,2026-07-24,2,7,DOORDASH*760,-33.56,Purchase
TXN1365,2026-07-25,1,23,CHEVRON/TEXACO 292,-55.23,Purchase
TXN1377,2026-07-25,1,15,CHICK-FIL-A #144,-8.3,Purchase
TXN1360,2026-07-26,1,26,UBER *TRIP HELP.UBER.COM,-11.24,Purchase
TXN1410,2026-07-26,2,42,POS PURCHASE,-27.4,Purchase
TXN1348,2026-07-27,1,43,ADOBE CREATIVE CL,-54.99,Payment
TXN1409,2026-07-28,1,42,POS PURCHASE,-27.08,Purchase
TXN1436,2026-08-01,2,7,DD *DOORDASH,-23.55,Purchase
TXN1444,2026-08-01,1,14,MCDONALD'S F552,-8.84,Purchase
TXN1414,2026-08-02,1,4,SPOTIFY   P121,-11.99,Payment
TXN1446,2026-08-02,1,11,WALMART.COM 519,-38.95,Purchase
TXN1418,2026-08-02,1,42,PACIFIC POWER 994,-76.68,Payment
TXN1453,2026-08-02,1,34,AUTOZONE #306,-480.0,Purchase
TXN1420,2026-08-02,1,3,VZWRLSS*502,-85.0,Payment
TXN1421,2026-08-03,1,8,STATE FARM INS,-120.0,Payment
TXN1415,2026-08-03,2,10,AMAZON PRIME*213,-14.99,Payment
TXN1426,2026-08-04,1,26,UBER *TRIP HELP.UBER.COM,-16.84,Purchase
TXN1416,2026-08-04,1,12,ICLOUD STORAGE,-2.99,Payment
TXN1412,2026-08-05,2,13,RENTERSINS CO 202,-18.4,Payment
TXN1429,2026-08-05,2,27,COURSERA 991,-49.0,Purchase
TXN1424,2026-08-05,2,1,SQ *STARBUCKS #379 SEATTLE WA,-7.52,Purchase
TXN1435,2026-08-05,1,1,SQ *STARBUCKS #175 SEATTLE WA,-6.95,Purchase
TXN1448,2026-08-07,1,27,COURSERA 588,-49.0,Purchase
TXN1419,2026-08-07,1,18,XFINITY 963,-79.99,Payment
TXN1445,2026-08-07,1,30,UBER *EATS,-22.74,Purchase
TXN1447,2026-08-08,2,19,LOCAL DINER #877,-17.7,Purchase
TXN1433,2026-08-09,1,14,MCDONALD'S F741,-10.36,Purchase
TXN1441,2026-08-09,1,19,LOCAL DINER #235,-17.82,Purchase
TXN1443,2026-08-09,1,22,PARKWHIZ 855,-20.07,Purchase
TXN1430,2026-08-10,2,26,UBER   TRIP 247,-30.32,Purchase
TXN1431,2026-08-11,1,31,NIKE.COM 697,-48.45,Purchase
TXN1428,2026-08-11,1,7,DD *DOORDASH,-42.68,Purchase
TXN1449,2026-08-11,2,16,WHOLEFDS MKT #265,-38.39,Purchase
TXN1439,2026-08-11,1,26,UBER *TRIP HELP.UBER.COM,-9.53,Purchase
TXN1437,2026-08-11,1,23,CHEVRON/TEXACO 915,-33.58,Purchase
TXN1411,2026-08-11,1,21,SKYLINE APARTMENTS RENT,-1450.0,Payment
TXN1423,2026-08-11,1,31,NIKE STORE #441,-40.69,Purchase
TXN1440,2026-08-12,2,32,TARGET.COM *452,-121.75,Purchase
TXN1427,2026-08-12,2,7,DOORDASH*458,-32.0,Purchase
TXN1442,2026-08-12,1,22,PARKWHIZ *PARKING,-7.83,Purchase
TXN1417,2026-08-12,2,24,DISNEYPLUS.COM,-13.99,Payment
TXN1425,2026-08-12,1,46,UDEMY *ONLINE COURSE,-54.39,Purchase
TXN1434,2026-08-13,1,6,TRADER JOES 984,-67.83,Purchase
TXN1450,2026-08-13,1,17,ACME CORP PAYROLL DEP,2040.87,Deposit
TXN1413,2026-08-13,2,25,CITY TRANSIT AUTHORITY,-60.0,Payment
TXN1438,2026-08-13,1,46,UDEMY.COM 994,-32.24,Purchase
TXN1422,2026-08-14,2,29,FEDLOAN SERVICING,-210.0,Payment
TXN1432,2026-08-15,2,30,UBER EATS 838,-23.64,Purchase
